id,task,truth
948,"Does the following tweet have positive sentiment to the Twitter company ? 
RT @ItalianJoya: i better be able to see my RT's tomorrow #twitter and tell that lil blue ass bird, and fat ass over capacity whale to!",0
949,"Does the following tweet have positive sentiment to the Apple company ? 
Hey @apple, the SMS full message is complete shit. Yes, I'm annoyed.",0
950,"Does the following tweet have positive sentiment to the Twitter company ? 
I would like to thank #twitter for being here when I was bored ,sad , mad, happy and every other mood . Now twitter is a true friend .!",1
951,"Does the following tweet have positive sentiment to the Apple company ? 
By far the worst experience upgrading out of any version of iOS @apple #iOS5",0
952,"Does the following tweet have positive sentiment to the Apple company ? 
Terrible customer service at Los Gatos @Apple! Why do I have to pay $199 for a bad home button on my iPhone?!?",0
953,"Does the following tweet have positive sentiment to the Microsoft company ? 
I don't understand y @Google mail can work seamlessly in all browsers in all platforms and #Microsoft Exchg sucks n says you need IE6.",0
954,"Does the following tweet have positive sentiment to the Google company ? 
#Google, I've blocked your global IP network from all my sites. J/K.  Stop being evil.",0
955,"Does the following tweet have positive sentiment to the Microsoft company ? 
I gave a try to Windows 8 Dev. Preview and it was good but the UI is way too messy right now, waiting for the Beta #microsoft #windows8",0
956,"Does the following tweet have positive sentiment to the Apple company ? 
New iOS 5 update is THE BEST. iloveyou @apple",1
957,"Does the following tweet have positive sentiment to the Apple company ? 
@amandbrar @apple Siri has worked for me less than 10% of the time. If service doesn't improve by Monday, I'm returning my iPhone 4S.",0
958,"Does the following tweet have positive sentiment to the Apple company ? 
RT @tomkeene Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/BPPJwncp",1
959,"Does the following tweet have positive sentiment to the Apple company ? 
So ""cutting the cord"" makes podcasts even harder to manage?!? No subscriptions! WTH, @Apple? http://t.co/LD2i871x #iOS5 (via @carrypad)",0
960,"Does the following tweet have positive sentiment to the Google company ? 
RT @Sarahhhhh112: @_xmas_carroll Yeah I got #skype and #google+ and #twitter so who needs facebook?",1
961,"Does the following tweet have positive sentiment to the Apple company ? 
Deár iCloud I HATE U , AND I HOPE YOU DIE , YOU ARE THE WORST FUCKING INVENTION IN THE WORLD , FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs",0
962,"Does the following tweet have positive sentiment to the Apple company ? 
hey @apple I hate my computer i need a #mack wanna send me a free one.",1
963,"Does the following tweet have positive sentiment to the Apple company ? 
Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable",0
964,"Does the following tweet have positive sentiment to the Apple company ? 
Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!",0
965,"Does the following tweet have positive sentiment to the Google company ? 
well.....#google's #icecreamsandwich and new accompanying phone are, as usual, neat, but nothing ground-breaking",1
966,"Does the following tweet have positive sentiment to the Microsoft company ? 
There is nothing like sitting in the workshop all day talking to #microsoft and having to talk to them again tomorrow + waiting for parts.",0
967,"Does the following tweet have positive sentiment to the Apple company ? 
RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple",1
968,"Does the following tweet have positive sentiment to the Apple company ? 
Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase...",0
969,"Does the following tweet have positive sentiment to the Apple company ? 
@NoVaTyler @apple Most of mine are gone too! Not recovered after I saved them b4 I upgraded my iPhone! Soooo pissed!",0
970,"Does the following tweet have positive sentiment to the Apple company ? 
@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt",0
971,"Does the following tweet have positive sentiment to the Apple company ? 
RT @gdcurry: Really @Apple?  What have you done to my iTunes now?  I can't click on Music, Movies, TV Shows, or any playlists. I get a l ...",0
972,"Does the following tweet have positive sentiment to the Google company ? 
Why Google+ Has Uphill Battle Vs. Facebook: Sean Parker http://t.co/L8RSX1Yf #google",0
973,"Does the following tweet have positive sentiment to the Google company ? 
#Google + #Samsung = Perfect #Icecream sandwich #GalaxyNexus",1
974,"Does the following tweet have positive sentiment to the Apple company ? 
@iancollinsuk @apple I like what you did there...!",1
975,"Does the following tweet have positive sentiment to the Apple company ? 
on hold for another half hour. phone is ringing but no one is picking up.@apple you stink.",0
976,"Does the following tweet have positive sentiment to the Apple company ? 
iMessage doesn't show the time a message was sent, annoying @apple",0
977,"Does the following tweet have positive sentiment to the Twitter company ? 
#twitter show my fuckin retweets bitch",0
978,"Does the following tweet have positive sentiment to the Apple company ? 
Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple",1
979,"Does the following tweet have positive sentiment to the Apple company ? 
2nd @apple genius apptment running late 2nd day in row for 2nd dodgy iPod . You make mega $$$ hire some staff.",0
980,"Does the following tweet have positive sentiment to the Microsoft company ? 
RT @ManelFMartinez: How #Apple eclipsed #Microsoft http://t.co/IJ6XyDp3  #sun rise #in via @guardian",0
981,"Does the following tweet have positive sentiment to the Apple company ? 
@apple @iphone Please deliver my daughter's i4s, she is driving me nuts #iphone",0
982,"Does the following tweet have positive sentiment to the Apple company ? 
yo, @apple, this update is a disaster",0
983,"Does the following tweet have positive sentiment to the Microsoft company ? 
@RAD_Software Yes good points about #ERP but unfair assessment in saying ""#SAGE, #SAP and #Microsoft Dynamics, are not delivering""",1
984,"Does the following tweet have positive sentiment to the Apple company ? 
We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z",1
985,"Does the following tweet have positive sentiment to the Apple company ? 
@apple AirDrop #fail - Immediate ""declined your request."" every time",0
986,"Does the following tweet have positive sentiment to the Apple company ? 
Ok Hindi keyboard in #iOS5 is something to cheer about.  But @apple  what about  support for 20+ missing Indian languages!? #FAIL",0
987,"Does the following tweet have positive sentiment to the Google company ? 
#Google Me!!!!!!!!",1
988,"Does the following tweet have positive sentiment to the Apple company ? 
Love love love iOS 5!! @apple",1
989,"Does the following tweet have positive sentiment to the Apple company ? 
Thanks to a 90 minute wait on hold, half an hour actually talking to someone, the @Apple tech decides to send me an email to fix my phone",0
990,"Does the following tweet have positive sentiment to the Apple company ? 
I ♥ @Apple http://t.co/a8on3IAa",1
991,"Does the following tweet have positive sentiment to the Twitter company ? 
I HATE #TWITTER",0
992,"Does the following tweet have positive sentiment to the Microsoft company ? 
Beam me up #Microsoft! Microsoft has #holoDesk research project: http://t.co/KlMgkh5V",1
993,"Does the following tweet have positive sentiment to the Apple company ? 
dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?",0
994,"Does the following tweet have positive sentiment to the Apple company ? 
@Apple, #iOS5 #geolocation Suburbs with 2 words drops Map Pins in other States! Please fix.",0
995,"Does the following tweet have positive sentiment to the Google company ? 
New contact app builds on a magazine style layout and aggregates contact info from multiple sources. Very slick. #Google #Android #ICS",1
996,"Does the following tweet have positive sentiment to the Apple company ? 
Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise.",0
997,"Does the following tweet have positive sentiment to the Twitter company ? 
@loveguru_b i miss my #twitter boo",1
998,"Does the following tweet have positive sentiment to the Apple company ? 
#iPad in perpetual restore loop after trying to upgrade to #iOS5 :(
@apple sux without steve",0
999,"Does the following tweet have positive sentiment to the Apple company ? 
RT @JamaicanIdler: Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to h ...",1
